"파일","줄","원문","대사"
"src/data/quests.js","452","나","나"
"src/data/quests.js","452","(모래가 가라앉는다. 폭군이 지나다닌 길이 드러났다.)","(모래가 가라앉는다. 폭군이 지나다닌 길이 드러났다.)"
"src/data/quests.js","453","나","나"
"src/data/quests.js","453","(길 끝에 창이 셋 꽂혀 있다. 부러진 채로. 아주 오래전에 여기서 멈춘 것들이다.)","(길 끝에 창이 셋 꽂혀 있다. 부러진 채로. 아주 오래전에 여기서 멈춘 것들이다.)"
"src/data/quests.js","454","나","나"
"src/data/quests.js","454","(그론이 만든 창이다. 손잡이 감는 법이 대장간의 망치 자루와 똑같다.)","(그론이 만든 창이다. 손잡이 감는 법이 대장간의 망치 자루와 똑같다.)"
"src/data/quests.js","455","나","나"
"src/data/quests.js","455","(하나를 뽑아 들었다. 무겁다. …가져다줄 용은 이제 없는데.)","(하나를 뽑아 들었다. 무겁다. …가져다줄 용은 이제 없는데.)"
"src/data/quests.js","457","부러진 창을 들었다. 대장간으로 가져가자.","부러진 창을 들었다. 대장간으로 가져가자."
"src/data/quests.js","460","(엠버가 창을 받아 들고 손잡이를 한참 만진다.) …이거 아저씨가 감은 거네. 감는 법이 똑같아. 나한테도 이렇게 감으라고 백 번은 혼냈거든.","(엠버가 창을 받아 들고 손잡이를 한참 만진다.) …이거 아저씨가 감은 거네. 감는 법이 똑같아. 나한테도 이렇게 감으라고 백 번은 혼냈거든."
"src/data/quests.js","462","엠버가 창을 든 채로 나를 본다.","엠버가 창을 든 채로 나를 본다."
"src/data/quests.js","465","""아저씨 곁에 꽂아 두자""","""아저씨 곁에 꽂아 두자"""
"src/data/quests.js","467","…그래, 그게 맞겠다. 아저씨가 그 셋 얘기는 죽어도 안 했는데, 술만 마시면 루반, 미아, 도르그 하고 이름을 부르곤 했거든.","…그래, 그게 맞겠다. 아저씨가 그 셋 얘기는 죽어도 안 했는데, 술만 마시면 루반, 미아, 도르그 하고 이름을 부르곤 했거든."
"src/data/quests.js","468","나","나"
"src/data/quests.js","468","(그론이 묻힌 자리 옆에 창 세 자루를 나란히 꽂았다. 넷이 갔고, 이제 넷이 다 돌아왔다.)","(그론이 묻힌 자리 옆에 창 세 자루를 나란히 꽂았다. 넷이 갔고, 이제 넷이 다 돌아왔다.)"
"src/data/quests.js","469","(언제 왔는지 포코가 옆에 서 있다.) …나 이제 모루 밑에 안 숨을 거야. 거기는 아저씨 자리였으니까.","(언제 왔는지 포코가 옆에 서 있다.) …나 이제 모루 밑에 안 숨을 거야. 거기는 아저씨 자리였으니까."
"src/data/quests.js","473","""대장간 벽에 걸어 두자""","""대장간 벽에 걸어 두자"""
"src/data/quests.js","475","벽에? …아, 아저씨가 비워 둔 저 못 세 개 말이구나. 나 저게 뭔지도 모르고 뭘 걸었다가 엄청 혼났었는데.","벽에? …아, 아저씨가 비워 둔 저 못 세 개 말이구나. 나 저게 뭔지도 모르고 뭘 걸었다가 엄청 혼났었는데."
"src/data/quests.js","476","나","나"
"src/data/quests.js","476","(창 세 자루가 벽에 걸렸다. 못은 처음부터 그 자리에, 그 간격으로 박혀 있었다.)","(창 세 자루가 벽에 걸렸다. 못은 처음부터 그 자리에, 그 간격으로 박혀 있었다.)"
"src/data/quests.js","477","예순 해 동안 이걸 기다렸던 거네. …아저씨도 참.","예순 해 동안 이걸 기다렸던 거네. …아저씨도 참."
"src/data/quests.js","486","불탄 도시","불탄 도시"
"src/data/quests.js","488","바실이 길을 비켰으니 이제 사막 너머까지 갈 수 있겠구나. 모래 폭군의 둥지에서 남쪽으로 더 내려가면 된단다.

…가서 보고 오너라. 나는 예순 해 동안 한 번도 못 가 봤단다. 볼 자신이 없어서.","바실이 길을 비켰으니 이제 사막 너머까지 갈 수 있겠구나. 모래 폭군의 둥지에서 남쪽으로 더 내려가면 된단다.

…가서 보고 오너라. 나는 예순 해 동안 한 번도 못 가 봤단다. 볼 자신이 없어서."
"src/data/quests.js","489","사막 너머에는 예순 해 전 이그나르가 하룻밤에 태운 인간의 도시가 있다. 사냥꾼들은 거기서 온다.","사막 너머에는 예순 해 전 이그나르가 하룻밤에 태운 인간의 도시가 있다. 사냥꾼들은 거기서 온다."
"src/data/quests.js","491","죽은 사구 남쪽, 모래 폭군의 둥지를 지나 더 남쪽으로 내려간다.","죽은 사구 남쪽, 모래 폭군의 둥지를 지나 더 남쪽으로 내려간다."
"src/data/quests.js","494","카이론에게 불탄 도시에서 본 그림 이야기를 한다.","카이론에게 불탄 도시에서 본 그림 이야기를 한다."
"src/data/quests.js","496","…목에 같은 무늬가 있더라고? 그래, 있다. 나는 그 무늬를 이백 년 동안 옆에서 보고 살았으니까.","…목에 같은 무늬가 있더라고? 그래, 있다. 나는 그 무늬를 이백 년 동안 옆에서 보고 살았으니까."
"src/data/quests.js","497","이그나르는 피는 안 섞였어도 내 형이다. 그놈이 하늘에서 떨어졌을 때 우리 부모님이 거둬서, 너처럼 남의 둥지에서 나랑 같이 컸지.","이그나르는 피는 안 섞였어도 내 형이다. 그놈이 하늘에서 떨어졌을 때 우리 부모님이 거둬서, 너처럼 남의 둥지에서 나랑 같이 컸지."
"src/data/quests.js","498","너처럼 숨결이 늘었고, 너처럼 빨리 컸다. 인간들이 쳐들어왔을 때 다들 그놈만 쳐다봤지. 그리고 그놈은 그 기대를 다 들어줬다. 도시 하나를 통째로 태워서.","너처럼 숨결이 늘었고, 너처럼 빨리 컸다. 인간들이 쳐들어왔을 때 다들 그놈만 쳐다봤지. 그리고 그놈은 그 기대를 다 들어줬다. 도시 하나를 통째로 태워서."
"src/data/quests.js","499","돌아와서 그러더라. '흩어져 살면 또 당한다. 용의 마을은 하나여야 한다. 내 밑으로.' 틀린 말은 아니었어. 그래서 더 무서웠다.","돌아와서 그러더라. '흩어져 살면 또 당한다. 용의 마을은 하나여야 한다. 내 밑으로.' 틀린 말은 아니었어. 그래서 더 무서웠다."
"src/data/quests.js","500","사냥꾼한테 지도를 흘리는 것도 그놈이다. 우리를 죽이려는 게 아니야. 몰아붙이는 거다. 못 버티고 제 발로 기어들어 오라고.","사냥꾼한테 지도를 흘리는 것도 그놈이다. 우리를 죽이려는 게 아니야. 몰아붙이는 거다. 못 버티고 제 발로 기어들어 오라고."
"src/data/quests.js","501","…너를 처음 봤을 때 솔직히 겁이 났다. 또 그렇게 될까 봐. 근데 너는 달라고 한 적이 없더라. 다 받은 거지. 그게 다른 거다, 너랑 그놈은.","…너를 처음 봤을 때 솔직히 겁이 났다. 또 그렇게 될까 봐. 근데 너는 달라고 한 적이 없더라. 다 받은 거지. 그게 다른 거다, 너랑 그놈은."
"src/data/quests.js","506","구름마루의 리운에게 가서, 본 것을 전한다.","구름마루의 리운에게 가서, 본 것을 전한다."
"src/data/quests.js","508","…그랬소. 우리를 서로 물어뜯게 두고, 그 틈에 인간을 들이고. 예순 해 전 그 아이가 하던 말 그대로 되어 가는구려. 흩어져 있으니 당한다고.","…그랬소. 우리를 서로 물어뜯게 두고, 그 틈에 인간을 들이고. 예순 해 전 그 아이가 하던 말 그대로 되어 가는구려. 흩어져 있으니 당한다고."
"src/data/quests.js","509","어른. 폭포 아래 망루를 다시 세우겠습니다. 아랫마을 망루지기와… 같이 서겠습니다.","어른. 폭포 아래 망루를 다시 세우겠습니다. 아랫마을 망루지기와… 같이 서겠습니다."
"src/data/quests.js","510","네 입에서 그 말이 나올 줄은 몰랐구나.","네 입에서 그 말이 나올 줄은 몰랐구나."
"src/data/quests.js","511","저도 몰랐습니다.","저도 몰랐습니다."
"src/data/quests.js","512","떨어진 아이야. 그대의 촌장에게 전하시오. 구름마루는 스무 해 전의 일을 잊지 않았소. 허나 그 아이 밑으로 들어가느니, 그대들과 나란히 서겠다고.","떨어진 아이야. 그대의 촌장에게 전하시오. 구름마루는 스무 해 전의 일을 잊지 않았소. 허나 그 아이 밑으로 들어가느니, 그대들과 나란히 서겠다고."
"src/data/quests.js","516","…다녀왔구나. 얼굴을 보니 다 보고 온 게로구나.","…다녀왔구나. 얼굴을 보니 다 보고 온 게로구나."
"src/data/quests.js","518","리운이 나란히 서겠다고 하더냐. …허허, 스무 해를 기다린 말이로구나. 나라 어미가 들었으면 참 좋아했을 텐데.","리운이 나란히 서겠다고 하더냐. …허허, 스무 해를 기다린 말이로구나. 나라 어미가 들었으면 참 좋아했을 텐데."
"src/data/quests.js","519","그 아이를, 이그나르를 말이다. 우리가 그리 만들었단다. 어린것한테 마을을 통째로 얹어 놓고, 이겨 오라고만 했지. 이기고 돌아온 아이 얼굴을 아무도 안 들여다봤어.","그 아이를, 이그나르를 말이다. 우리가 그리 만들었단다. 어린것한테 마을을 통째로 얹어 놓고, 이겨 오라고만 했지. 이기고 돌아온 아이 얼굴을 아무도 안 들여다봤어."
"src/data/quests.js","520","너한테는 그러지 않으려고 했다만… 돌아보니 똑같이 하고 있었구나. 미안하다.","너한테는 그러지 않으려고 했다만… 돌아보니 똑같이 하고 있었구나. 미안하다."
"src/data/quests.js","521","화산으로 가는 길은 단풍 골 너머란다. 가라고는 않으마. 네가 정하거라. 이번에는 정말로, 네가.","화산으로 가는 길은 단풍 골 너머란다. 가라고는 않으마. 네가 정하거라. 이번에는 정말로, 네가."
"src/data/quests.js","528","잿마루","잿마루"
"src/data/quests.js","529","남동쪽 끝 잿빛 화산에 이그나르와 그를 따라간 용들이 산단다. 가라고는 않으마. 네가 정하거라.","남동쪽 끝 잿빛 화산에 이그나르와 그를 따라간 용들이 산단다. 가라고는 않으마. 네가 정하거라."
"src/data/quests.js","530","단풍 골 너머 화산 기슭에 이그나르를 따라간 용들의 마을이 있다. 거기서는 예순 해 동안 아무도 습격당하지 않았다고 한다.","단풍 골 너머 화산 기슭에 이그나르를 따라간 용들의 마을이 있다. 거기서는 예순 해 동안 아무도 습격당하지 않았다고 한다."
"src/data/quests.js","532","남쪽 숲길에서 밀림과 단풍 골을 지나, 동쪽의 잿빛 화산으로 간다.","남쪽 숲길에서 밀림과 단풍 골을 지나, 동쪽의 잿빛 화산으로 간다."
"src/data/quests.js","535","잿마루의 문지기 베스나와 이야기한다.","잿마루의 문지기 베스나와 이야기한다."
"src/data/quests.js","537","한 바퀴 둘러봤나. 조용하지. 여기서는 예순 해 동안 나팔이 한 번도 울린 적이 없다.","한 바퀴 둘러봤나. 조용하지. 여기서는 예순 해 동안 나팔이 한 번도 울린 적이 없다."
"src/data/quests.js","538","인간들은 여기에 누가 사는지 알기 때문에 얼씬도 하지 않는다. 너희 마을은 어떻지? 얼마 전에도 장례를 치렀다고 들었는데.","인간들은 여기에 누가 사는지 알기 때문에 얼씬도 하지 않는다. 너희 마을은 어떻지? 얼마 전에도 장례를 치렀다고 들었는데."
"src/data/quests.js","539","나도 웨스턴에서 난 용이라서 네 촌장이 어떤 용인지는 안다. 나쁜 용은 아니지만, 늘 아직 이르다고 미루다가 때를 놓치는 용이지.","나도 웨스턴에서 난 용이라서 네 촌장이 어떤 용인지는 안다. 나쁜 용은 아니지만, 늘 아직 이르다고 미루다가 때를 놓치는 용이지."
"src/data/quests.js","540","그분은 산 위에 계신다. 네가 싸우러 왔든 물으러 왔든 그분은 오래 너를 기다리셨으니까 올라가 봐라.","그분은 산 위에 계신다. 네가 싸우러 왔든 물으러 왔든 그분은 오래 너를 기다리셨으니까 올라가 봐라."
"src/data/quests.js","546","정상의 바람은 성체 날개로는 못 버틴다. 구름 위 폐허의 빈 둥지에 서 보자. 숨결 셋을 품고 레벨 14가 되어야 한다.","정상의 바람은 성체 날개로는 못 버틴다. 구름 위 폐허의 빈 둥지에 서 보자. 숨결 셋을 품고 레벨 14가 되어야 한다."
"src/data/quests.js","548","…고룡이라. 나는 시험을 낸 적이 없는데 네가 혼자 거기까지 갔구나. 하늘에서 온 것은 결국 하늘에서 자라는 모양이다.","…고룡이라. 나는 시험을 낸 적이 없는데 네가 혼자 거기까지 갔구나. 하늘에서 온 것은 결국 하늘에서 자라는 모양이다."
"src/data/quests.js","549","형도 그랬다. 어느 날 아침에 보니 날개가 달라져 있더구나. 그때 나는 그게 무서웠는데, 지금 너를 보니 그냥 부럽다.","형도 그랬다. 어느 날 아침에 보니 날개가 달라져 있더구나. 그때 나는 그게 무서웠는데, 지금 너를 보니 그냥 부럽다."
"src/data/quests.js","550","가서 뭘 하든 네가 정해라. 다만 돌아는 와라. 그건 스승으로서가 아니라 그냥 하는 부탁이다.","가서 뭘 하든 네가 정해라. 다만 돌아는 와라. 그건 스승으로서가 아니라 그냥 하는 부탁이다."
"src/data/quests.js","555","잿마루 동쪽의 잿길을 지나 화산 정상으로 올라가, 이그나르를 만난다.","잿마루 동쪽의 잿길을 지나 화산 정상으로 올라가, 이그나르를 만난다."
"src/data/quests.js","557","나","나"
"src/data/quests.js","557","(이그나르가 천천히 무릎을 접는다. 쓰러지지 않으려고 한참을 버티다가 끝내 앞발을 땅에 짚었다.)","(이그나르가 천천히 무릎을 접는다. 쓰러지지 않으려고 한참을 버티다가 끝내 앞발을 땅에 짚었다.)"
"src/data/quests.js","562","마을로 돌아가 카이론에게 화산에서 있었던 일을 전한다.","마을로 돌아가 카이론에게 화산에서 있었던 일을 전한다."
"src/data/quests.js","564","…돌아왔구나. 네 얼굴을 보니 끝났다는 건 알겠다.","…돌아왔구나. 네 얼굴을 보니 끝났다는 건 알겠다."
"src/data/quests.js","565","형이 마지막에 뭐라고 하더냐. 아니다, 천천히 말해라. 나는 예순 해를 기다린 놈이라서 조금 더 기다리는 건 아무것도 아니다.","형이 마지막에 뭐라고 하더냐. 아니다, 천천히 말해라. 나는 예순 해를 기다린 놈이라서 조금 더 기다리는 건 아무것도 아니다."
"src/data/quests.js","569","그래, 다 들었다. 오늘은 들어가서 푹 자라. 나머지 얘기는 내일 하자.","그래, 다 들었다. 오늘은 들어가서 푹 자라. 나머지 얘기는 내일 하자."
"src/data/quests.js","574","잿빛 날개","잿빛 날개"
"src/data/quests.js","576","이그나르의 말이 틀리지 않았다고 생각했다. 흩어져 있어서 당하는 거라면, 하나로 묶으면 된다. 내가 자란 마을의 문을 내 손으로 열러 간다.","이그나르의 말이 틀리지 않았다고 생각했다. 흩어져 있어서 당하는 거라면, 하나로 묶으면 된다. 내가 자란 마을의 문을 내 손으로 열러 간다."
"src/data/quests.js","580","잿마루로 내려가 베스나를 만난다.","잿마루로 내려가 베스나를 만난다."
"src/data/quests.js","582","그분 곁에 서기로 했다고 들었다. 오늘 밤은 여기서 묵어라. 그분이 불가에서 기다리신다.","그분 곁에 서기로 했다고 들었다. 오늘 밤은 여기서 묵어라. 그분이 불가에서 기다리신다."
"src/data/quests.js","583","이리 와서 앉아라. 잿마루 용들은 내 앞에서 말을 아끼는데, 너까지 그럴 필요는 없다.","이리 와서 앉아라. 잿마루 용들은 내 앞에서 말을 아끼는데, 너까지 그럴 필요는 없다."
"src/data/quests.js","584","나는 삼백 년을 살면서 나 같은 것을 한 번도 보지 못했다. 목에 같은 무늬가 있고, 남의 숨결을 품을 수 있고, 제가 어디서 왔는지도 모르는 것을 말이다.","나는 삼백 년을 살면서 나 같은 것을 한 번도 보지 못했다. 목에 같은 무늬가 있고, 남의 숨결을 품을 수 있고, 제가 어디서 왔는지도 모르는 것을 말이다."
"src/data/quests.js","585","네가 떨어지던 밤에 나는 그 냄새를 맡고 날아갔었다. 그런데 광장에 누운 너를 어린 용 하나가 먼저 찾아내더구나. 나보다는 그 마을이 너를 더 잘 키울 거라고 생각해서 그냥 돌아왔지.","네가 떨어지던 밤에 나는 그 냄새를 맡고 날아갔었다. 그런데 광장에 누운 너를 어린 용 하나가 먼저 찾아내더구나. 나보다는 그 마을이 너를 더 잘 키울 거라고 생각해서 그냥 돌아왔지."
"src/data/quests.js","586","그 생각이 틀렸다는 걸 아는 데는 오래 걸리지 않았다. 저들은 나한테 했던 일을 너한테도 똑같이 하고 있더구나. 어린것한테 마을을 통째로 얹어 놓고서 말이다.","그 생각이 틀렸다는 걸 아는 데는 오래 걸리지 않았다. 저들은 나한테 했던 일을 너한테도 똑같이 하고 있더구나. 어린것한테 마을을 통째로 얹어 놓고서 말이다."
"src/data/quests.js","587","나","나"
"src/data/quests.js","587","(불 너머로 보이는 이그나르의 얼굴은 괴물처럼 보이지 않았다. 그냥 아주 오랫동안 혼자 지낸 용의 얼굴이었다.)","(불 너머로 보이는 이그나르의 얼굴은 괴물처럼 보이지 않았다. 그냥 아주 오랫동안 혼자 지낸 용의 얼굴이었다.)"
"src/data/quests.js","588","내일 나와 같이 가자. 싸우러 가는 게 아니라 문을 열라고 말하러 가는 거다. 그 말은 내가 하면 아무도 듣지 않지만, 네가 하면 저들이 들을 거다.","내일 나와 같이 가자. 싸우러 가는 게 아니라 문을 열라고 말하러 가는 거다. 그 말은 내가 하면 아무도 듣지 않지만, 네가 하면 저들이 들을 거다."
"src/data/quests.js","591","이그나르와 함께 웨스턴 마을로 돌아간다.","이그나르와 함께 웨스턴 마을로 돌아간다."
"src/data/quests.js","592","마을 어귀를 스승이 막아서고 있다.","마을 어귀를 스승이 막아서고 있다."
"src/data/quests.js","594","…네가 그렇게 정한 게로구나. 내가 너한테 네가 정하라고 했지. 그래, 분명히 그렇게 말했단다.","…네가 그렇게 정한 게로구나. 내가 너한테 네가 정하라고 했지. 그래, 분명히 그렇게 말했단다."
"src/data/quests.js","596","마을은 내어 주마. 다만 아이들만은 건드리지 말아 다오. 늙은이가 너한테 하는 마지막 부탁이란다.","마을은 내어 주마. 다만 아이들만은 건드리지 말아 다오. 늙은이가 너한테 하는 마지막 부탁이란다."
"src/data/quests.js","597","나","나"
"src/data/quests.js","597","(그날 웨스턴 마을은 잿마루의 일부가 되었고, 그 뒤로 나팔은 한 번도 울리지 않았다.)","(그날 웨스턴 마을은 잿마루의 일부가 되었고, 그 뒤로 나팔은 한 번도 울리지 않았다.)"
"src/data/quests.js","598","나","나"
"src/data/quests.js","598","(포코는 이제 나를 보면 티아맷 뒤로 숨는다. 나라는 다음 날 아무 말도 없이 마을을 떠나서 구름마루 쪽으로 갔다고 한다.)","(포코는 이제 나를 보면 티아맷 뒤로 숨는다. 나라는 다음 날 아무 말도 없이 마을을 떠나서 구름마루 쪽으로 갔다고 한다.)"
"src/data/quests.js","599","잘했다. 이제 아무도 너희 마을을 건드리지 못할 거다.","잘했다. 이제 아무도 너희 마을을 건드리지 못할 거다."
"src/data/quests.js","600","나","나"
"src/data/quests.js","600","(내가 듣고 싶었던 말이 정말 그 말이었는지, 이제는 나도 잘 모르겠다.)","(내가 듣고 싶었던 말이 정말 그 말이었는지, 이제는 나도 잘 모르겠다.)"
"src/data/quests.js","607","별을 봤다는 아이","별을 봤다는 아이"
"src/data/quests.js","608","배고파아. [고기 3개]만 주면 내가 엄청난 얘기 해 줄게. 네가 떨어지던 날 밤 얘긴데, 너도 모르는 거야!","배고파아. [고기 3개]만 주면 내가 엄청난 얘기 해 줄게. 네가 떨어지던 날 밤 얘긴데, 너도 모르는 거야!"
"src/data/quests.js","609","나를 처음 발견한 건 포코였다. 그날 밤 포코가 본 것을 어른들은 잠결에 헛것을 본 거라고 넘겼다고 한다.","나를 처음 발견한 건 포코였다. 그날 밤 포코가 본 것을 어른들은 잠결에 헛것을 본 거라고 넘겼다고 한다."
"src/data/quests.js","613","포코에게 고기 세 개를 가져다준다. 고기는 몬스터를 잡거나 물가에서 낚으면 나온다.","포코에게 고기 세 개를 가져다준다. 고기는 몬스터를 잡거나 물가에서 낚으면 나온다."
"src/data/quests.js","615","(입에 가득 물고) 으음, 맛있다! 자, 약속대로 그날 밤 얘기 해 줄게.","(입에 가득 물고) 으음, 맛있다! 자, 약속대로 그날 밤 얘기 해 줄게."
"src/data/quests.js","616","나 그날 잠이 안 와서 밖에 나와 있었거든. 그런데 하늘이 갑자기 빨개지더니 네가 별처럼 뚝 떨어진 거야.","나 그날 잠이 안 와서 밖에 나와 있었거든. 그런데 하늘이 갑자기 빨개지더니 네가 별처럼 뚝 떨어진 거야."
"src/data/quests.js","617","근데 있잖아, 하늘이 빨개진 게 한 번이 아니라 두 번이었어. 네가 떨어지고 나서 조금 있다가 한 번 더 빨개졌다니까.","근데 있잖아, 하늘이 빨개진 게 한 번이 아니라 두 번이었어. 네가 떨어지고 나서 조금 있다가 한 번 더 빨개졌다니까."
"src/data/quests.js","618","엘더 할아버지한테 말했더니 잠결에 잘못 본 거래. 아닌데, 나 손가락으로 세면서 봤는데. 네가 할아버지한테 좀 물어봐 줘.","엘더 할아버지한테 말했더니 잠결에 잘못 본 거래. 아닌데, 나 손가락으로 세면서 봤는데. 네가 할아버지한테 좀 물어봐 줘."
"src/data/quests.js","623","엘더에게 그날 밤 하늘이 두 번 붉어졌는지 묻는다.","엘더에게 그날 밤 하늘이 두 번 붉어졌는지 묻는다."
"src/data/quests.js","625","포코가 두 번이라고 하더냐.","포코가 두 번이라고 하더냐."
"src/data/quests.js","626","…내가 본 건 한 번이란다. 포코가 울면서 깨우러 왔을 때는 이미 네가 광장에 누워 있었으니, 그 뒤의 일은 나도 보지 못했지.","…내가 본 건 한 번이란다. 포코가 울면서 깨우러 왔을 때는 이미 네가 광장에 누워 있었으니, 그 뒤의 일은 나도 보지 못했지."
"src/data/quests.js","627","그 아이가 겁은 많아도 없는 말을 지어내는 아이는 아니란다. 다만… 두 번째가 정말 있었다면 그게 무엇이었을지, 나는 생각하고 싶지가 않구나.","그 아이가 겁은 많아도 없는 말을 지어내는 아이는 아니란다. 다만… 두 번째가 정말 있었다면 그게 무엇이었을지, 나는 생각하고 싶지가 않구나."
"src/data/quests.js","631","어때, 엄청난 얘기였지? 할아버지는 뭐라셔? 나 거짓말한 거 아니지?!","어때, 엄청난 얘기였지? 할아버지는 뭐라셔? 나 거짓말한 거 아니지?!"
"src/data/quests.js","633","포코가 눈을 동그랗게 뜨고 대답을 기다린다.","포코가 눈을 동그랗게 뜨고 대답을 기다린다."
"src/data/quests.js","636","""네가 본 게 맞을 거야""","""네가 본 게 맞을 거야"""
"src/data/quests.js","638","그치! 내가 두 번이라고 했잖아!","그치! 내가 두 번이라고 했잖아!"
"src/data/quests.js","639","내가 맨날 떠들고 다니니까 아무도 내 말을 안 믿어 주거든. 근데 그날은 진짜로 봤단 말이야.","내가 맨날 떠들고 다니니까 아무도 내 말을 안 믿어 주거든. 근데 그날은 진짜로 봤단 말이야."
"src/data/quests.js","640","너는 믿어 주는구나. 야, 우리 이제 진짜 절친이다? 나중에 취소하기 없기야.","너는 믿어 주는구나. 야, 우리 이제 진짜 절친이다? 나중에 취소하기 없기야."
"src/data/quests.js","644","""엘더는 한 번만 봤대""","""엘더는 한 번만 봤대"""
"src/data/quests.js","646","아닌데, 진짜 두 번이었는데. 내가 손가락으로 세면서 봤는데…","아닌데, 진짜 두 번이었는데. 내가 손가락으로 세면서 봤는데…"
"src/data/quests.js","647","…알았어. 그래도 너는 물어봐 주기라도 했잖아. 다른 애들은 듣지도 않았어.","…알았어. 그래도 너는 물어봐 주기라도 했잖아. 다른 애들은 듣지도 않았어."
"src/data/quests.js","655","마을 최고의 술래","마을 최고의 술래"
"src/data/quests.js","656","나 술래잡기에서 한 번도 안 잡혀 봤다? 네가 나를 [두 번] 잡으면 내 보물을 줄게. 진짜야, 진짜 보물이야!","나 술래잡기에서 한 번도 안 잡혀 봤다? 네가 나를 [두 번] 잡으면 내 보물을 줄게. 진짜야, 진짜 보물이야!"
"src/data/quests.js","657","포코는 마을에서 제일 빨리 달린다. 왜 그렇게 빠른지는 본인도 별로 자랑스러워하지 않는 눈치다.","포코는 마을에서 제일 빨리 달린다. 왜 그렇게 빠른지는 본인도 별로 자랑스러워하지 않는 눈치다."
"src/data/quests.js","661","포코에게 말을 걸어 술래잡기를 하고, 두 번 이긴다.","포코에게 말을 걸어 술래잡기를 하고, 두 번 이긴다."
"src/data/quests.js","663","헉, 헉… 두 번이나 잡혔어. 나 진짜 안 잡히는데, 너 엄청 빠르다.","헉, 헉… 두 번이나 잡혔어. 나 진짜 안 잡히는데, 너 엄청 빠르다."
"src/data/quests.js","668","숨을 고르고 있는 포코와 이야기한다.","숨을 고르고 있는 포코와 이야기한다."
"src/data/quests.js","670","나 왜 이렇게 빠른지 알아? 맨날 도망치니까 그래. 나팔만 울리면 제일 먼저 뛰는 게 나거든.","나 왜 이렇게 빠른지 알아? 맨날 도망치니까 그래. 나팔만 울리면 제일 먼저 뛰는 게 나거든."
"src/data/quests.js","671","딱히 무서운 일을 당한 적이 있는 건 아니야. 그냥 나팔이 자꾸 울리니까, 이제는 소리만 들어도 다리가 먼저 나가.","딱히 무서운 일을 당한 적이 있는 건 아니야. 그냥 나팔이 자꾸 울리니까, 이제는 소리만 들어도 다리가 먼저 나가."
"src/data/quests.js","672","티아맷 누나나 나라 누나는 나팔이 울리면 앞으로 뛰어가잖아. 나는 그게 좀 부러워. 나는 맨날 뒤로만 뛰니까.","티아맷 누나나 나라 누나는 나팔이 울리면 앞으로 뛰어가잖아. 나는 그게 좀 부러워. 나는 맨날 뒤로만 뛰니까."
"src/data/quests.js","673","그래도 너랑 놀 때는 도망치는 게 재밌어. 쫓아오는 게 사냥꾼이 아니라 너니까.","그래도 너랑 놀 때는 도망치는 게 재밌어. 쫓아오는 게 사냥꾼이 아니라 너니까."
"src/data/quests.js","677","자, 약속한 보물이야! 반짝반짝하지? …있잖아, 내일도 나랑 놀아 줄 거지? 모레도?","자, 약속한 보물이야! 반짝반짝하지? …있잖아, 내일도 나랑 놀아 줄 거지? 모레도?"
"src/data/quests.js","683","망루의 밤","망루의 밤"
"src/data/quests.js","684","그날 밤 같이 막아 준 거, 고마웠어. 오늘 밤에 망루에 올라와 볼래? 습격 없는 밤에 위에서 마을을 보는 게 어떤지 보여 주고 싶어.","그날 밤 같이 막아 준 거, 고마웠어. 오늘 밤에 망루에 올라와 볼래? 습격 없는 밤에 위에서 마을을 보는 게 어떤지 보여 주고 싶어."
"src/data/quests.js","685","티아맷은 습격이 없는 밤에도 망루에서 내려오지 않는다. 위에서 보는 마을이 어떤지 보여 주겠다고 했다.","티아맷은 습격이 없는 밤에도 망루에서 내려오지 않는다. 위에서 보는 마을이 어떤지 보여 주겠다고 했다."
"src/data/quests.js","690","밤(20시 무렵)이 되면 웨스턴 마을 동쪽의 망루 아래로 간다. 티아맷이 그 앞에 서 있다.","밤(20시 무렵)이 되면 웨스턴 마을 동쪽의 망루 아래로 간다. 티아맷이 그 앞에 서 있다."
"src/data/quests.js","691","망루","망루"
"src/data/quests.js","695","망루에 앉아 있는 티아맷과 이야기한다.","망루에 앉아 있는 티아맷과 이야기한다."
"src/data/quests.js","697","아, 미안. 습격이 끝나면 혼자 세는 게 있어서 말을 못 들었어.","아, 미안. 습격이 끝나면 혼자 세는 게 있어서 말을 못 들었어."
"src/data/quests.js","698","우리 가족이 여섯이었거든. 내가 어릴 때 사냥꾼한테 다 잃었는데, 이름을 잊어버릴까 봐 습격이 끝날 때마다 순서대로 불러 봐.","우리 가족이 여섯이었거든. 내가 어릴 때 사냥꾼한테 다 잃었는데, 이름을 잊어버릴까 봐 습격이 끝날 때마다 순서대로 불러 봐."
"src/data/quests.js","699","이상하게 들리지? 아무한테도 말한 적 없어서 카이론 아저씨도 모르는 얘기야.","이상하게 들리지? 아무한테도 말한 적 없어서 카이론 아저씨도 모르는 얘기야."
"src/data/quests.js","703","…그래서 내가 망루에 사는 거야. 위에 있으면 누가 오는지 제일 먼저 보이니까, 다시는 늦지 않으려고.","…그래서 내가 망루에 사는 거야. 위에 있으면 누가 오는지 제일 먼저 보이니까, 다시는 늦지 않으려고."
"src/data/quests.js","705","티아맷은 마을 쪽을 내려다보며 작게 이름을 부르고 있다.","티아맷은 마을 쪽을 내려다보며 작게 이름을 부르고 있다."
